"Core Project Number","Affiliation","Pub Year","Authors","Country","ISSN","Journal Issue","Journal (Link to PubMed abstract)","Journal Title ABBR","Journal Volume","Language","Page Number","PMC ID","PMID","PUB Date","Title (Link to full-text in PubMed Central)","Related Publications in PubMed","Related Publications in Google Scholar","Articles Citing from PubMed Central","Articles Citing from Google Scholar","Relative Citation Ratio",
"R25MH067127","The George Washington University.","2023","Conserve, Donaldson F; Abu-Ba'are, Gamji Rabiu; Janson, Samuel; Mhando, Frank; Munisi, Grace V; Drezgic, Busara; Rehani, Abubakar; Sims, Wynton; Ritchwood, Tiarney; Choko, Augustine; Mushy, Stella; Johnson, Cheryl; Mayo-Wilson, Larissa Jennings; Komba, Albert; Urasa, Peris; Nelson, LaRon; Mbita, Gaspar","United States","2693-5015"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/37674705'>Research square</a>","Res Sq"," ","eng"," ","10479444","37674705","2023 Aug 22","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10479444'>Peer-based Promotion and Nurse-led Distribution of HIV Self-Testing Among Networks of Men in Dar es Salaam, Tanzania: Development and Feasibility Results of the STEP Intervention.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37674705&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10479444/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37674705'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10479444/'>Cited By, Google</a>"," ",
"R01MH120794","Università di Modena e Reggio Emilia.","2023","Zamboni, Giovanna; Mattioli, Irene; Arya, Zobair; Tondelli, Manuela; Vinceti, Giulia; Chiari, Annalisa; Jenkinson, Mark; Huey, Edward D; Grafman, Jordan","United States","2693-5015"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/37674710'>Research square</a>","Res Sq"," ","eng"," ","10479452","37674710","2023 Aug 24","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10479452'>Multimodal nonlinear correlates of behavioural symptoms in frontotemporal dementia.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37674710&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10479452/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37674710'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10479452/'>Cited By, Google</a>"," ",
"R01MH126676","Department of Neurology, Johns Hopkins University, Baltimore, MD, 21205, USA.","2023","Liu, Qiang; Bell, Benjamin J; Kim, Dong Won; Lee, Sang Soo; Keles, Mehmet F; Liu, Qili; Blum, Ian D; Wang, Annette A; Blank, Elijah J; Xiong, Jiali; Bedont, Joseph L; Chang, Anna J; Issa, Habon; Cohen, Jeremiah Y; Blackshaw, Seth; Wu, Mark N","England","2041-1723","1","<a href='https://pubmed.ncbi.nlm.nih.gov/37821426'>Nature communications</a>","Nat Commun","14","eng","6381","10567910","37821426","2023 Oct 11","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10567910'>A clock-dependent brake for rhythmic arousal in the dorsomedial hypothalamus.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37821426&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10567910/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37821426'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10567910/'>Cited By, Google</a>"," ",
"K08MH118965","Trinity College of Arts and Sciences, Duke University, Durham, NC, USA.","2023","Vitsupakorn, Shawin; Pierce, Nia; Ritchwood, Tiarney D","England","1471-2458","1","<a href='https://pubmed.ncbi.nlm.nih.gov/37679765'>BMC public health</a>","BMC Public Health","23","eng","1748","10485990","37679765","2023 Sep 07","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10485990'>Cultural interventions addressing disparities in the HIV prevention and treatment cascade among Black/African Americans: a scoping review.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37679765&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10485990/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37679765'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10485990/'>Cited By, Google</a>"," ",
"R01MH118203","Center for Evolution and Medicine, Arizona State University, Tempe, AZ, USA.","2023","Chiou, Kenneth L; Huang, Xingfan; Bohlen, Martin O; Tremblay, Sébastien; DeCasien, Alex R; O'Day, Diana R; Spurrell, Cailyn H; Gogate, Aishwarya A; Zintel, Trisha M; Cayo Biobank Research Unit; Andrews, Madeline G; Martínez, Melween I; Starita, Lea M; Montague, Michael J; Platt, Michael L; Shendure, Jay; Snyder-Mackler, Noah","United States","2375-2548","41","<a href='https://pubmed.ncbi.nlm.nih.gov/37824616'>Science advances</a>","Sci Adv","9","eng","eadh1914","10569716","37824616","2023 Oct 13","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10569716'>A single-cell multi-omic atlas spanning the adult rhesus macaque brain.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37824616&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10569716/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37824616'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10569716/'>Cited By, Google</a>",2.01
"UM1MH130994","Department of Cellular and Molecular Medicine, University of California, San Diego, La Jolla, CA 92093, USA.","2023","Li, Yang Eric; Preissl, Sebastian; Miller, Michael; Johnson, Nicholas D; Wang, Zihan; Jiao, Henry; Zhu, Chenxu; Wang, Zhaoning; Xie, Yang; Poirion, Olivier; Kern, Colin; Pinto-Duarte, Antonio; Tian, Wei; Siletti, Kimberly; Emerson, Nora; Osteen, Julia; Lucero, Jacinta; Lin, Lin; Yang, Qian; Zhu, Quan; Zemke, Nathan; Espinoza, Sarah; Yanny, Anna Marie; Nyhus, Julie; Dee, Nick; Casper, Tamara; Shapovalova, Nadiya; Hirschstein, Daniel; Hodge, Rebecca D; Linnarsson, Sten; Bakken, Trygve; Levi, Boaz; Keene, C Dirk; Shang, Jingbo; Lein, Ed; Wang, Allen; Behrens, M Margarita; Ecker, Joseph R; Ren, Bing","United States","1095-9203","6667","<a href='https://pubmed.ncbi.nlm.nih.gov/37824643'>Science (New York, N.Y.)</a>","Science","382","eng","eadf7044","10852054","37824643","2023 Oct 13","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10852054'>A comparative atlas of single-cell chromatin accessibility in the human brain.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37824643&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10852054/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37824643'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10852054/'>Cited By, Google</a>",4.91
"R01MH120299","Department of Biostatistics and Data Science, School of Public Health, The University of Texas Health Science Center at Houston, Houston, TX, United States.","2023","Liu, Yajie; Chakraborty, Nilanjana; Qin, Zhaohui S; Kundu, Suprateek; Alzheimer’s Disease Neuroimaging Initiative","Switzerland","1662-4548"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/37680967'>Frontiers in neuroscience</a>","Front Neurosci","17","eng","1212218","10481528","37680967","2023","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10481528'>Integrative Bayesian tensor regression for imaging genetics applications.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37680967&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10481528/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37680967'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10481528/'>Cited By, Google</a>"," ",
"R01MH119177","Weill Cornell Medicine, New York.","2023","Xi, Wenna; Banerjee, Samprit; Zima, Bonnie T; Alexopoulos, George S; Olfson, Mark; Xiao, Yunyu; Pathak, Jyotishman","United States","2949-7329","3","<a href='https://pubmed.ncbi.nlm.nih.gov/37946932'>JAACAP open</a>","JAACAP Open","1","eng","206-217","10635419","37946932","2023 Nov","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10635419'>Effects of Geography on Risk for Future Suicidal Ideation and Attempts Among Children and Youth.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37946932&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10635419/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37946932'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10635419/'>Cited By, Google</a>"," ",
"R01MH131861","Department of Biology, School of Arts and Sciences, University of Pennsylvania, Philadelphia, PA 19104, USA; Epigenetics Institute, University of Pennsylvania Perelman School of Medicine, Philadelphia, PA 19104, USA; Department of Cell and Developmental Biology, University of Pennsylvania Perelman School of Medicine, Philadelphia, PA 19104, USA.","2023","Ju, Linyang; Glastad, Karl M; Sheng, Lihong; Gospocic, Janko; Kingwell, Callum J; Davidson, Shawn M; Kocher, Sarah D; Bonasio, Roberto; Berger, Shelley L","United States","1097-4172","20","<a href='https://pubmed.ncbi.nlm.nih.gov/37683635'>Cell</a>","Cell","186","eng","4289-4309.e23","10807403","37683635","2023 Sep 28","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10807403'>Hormonal gatekeeping via the blood-brain barrier governs caste-specific behavior in ants.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37683635&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10807403/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37683635'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10807403/'>Cited By, Google</a>",1.81
"R01MH127737","Unit on Neural Circuits and Adaptive Behaviors, National Institute of Mental Health, Bethesda, United States.","2023","Mastwal, Surjeet; Li, Xinjian; Stowell, Rianne; Manion, Matthew; Zhang, Wenyu; Kim, Nam-Shik; Yoon, Ki-Jun; Song, Hongjun; Ming, Guo-Li; Wang, Kuan Hong","England","2050-084X"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/37830916'>eLife</a>","Elife","12","eng"," ","10575630","37830916","2023 Oct 13","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10575630'>Adolescent neurostimulation of dopamine circuit reverses genetic deficits in frontal cortex function.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37830916&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10575630/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37830916'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10575630/'>Cited By, Google</a>"," ",
"K23MH131753","Vanderbilt University, 230 Appleton Place, Nashville, TN 37203, USA. Electronic address: emilia.f.cardenas@vanderbilt.edu.","2023","Cárdenas, Emilia F; Hill, Kaylin E; Estes, Elizabeth; Jackson, Maya; Venanzi, Lisa; Humphreys, Kathryn L; Kujawa, Autumn","Netherlands","1873-6246"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/37690586'>Biological psychology</a>","Biol Psychol","183","eng","108673","10591923","37690586","2023 Oct","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10591923'>Neural reactivity to infant emotion cues during pregnancy: Associations with peripartum anxiety and depressive symptoms.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37690586&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10591923/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37690586'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10591923/'>Cited By, Google</a>"," ",
"T32MH018921","Vanderbilt University, 230 Appleton Place, Nashville, TN 37203, USA. Electronic address: emilia.f.cardenas@vanderbilt.edu.","2023","Cárdenas, Emilia F; Hill, Kaylin E; Estes, Elizabeth; Jackson, Maya; Venanzi, Lisa; Humphreys, Kathryn L; Kujawa, Autumn","Netherlands","1873-6246"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/37690586'>Biological psychology</a>","Biol Psychol","183","eng","108673","10591923","37690586","2023 Oct","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10591923'>Neural reactivity to infant emotion cues during pregnancy: Associations with peripartum anxiety and depressive symptoms.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37690586&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10591923/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37690586'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10591923/'>Cited By, Google</a>"," ",
"R01MH135492","Department of Pediatrics, University of California, 550 16th Street, 4th Floor, Box 0503, San Francisco, CA, 94143, USA. jason.nagata@ucsf.edu.","2023","Nagata, Jason M; Smith-Russack, Zacariah; Paul, Angel; Saldana, Geomarie Ashley; Shao, Iris Y; Al-Shoaibi, Abubakr A A; Chaphekar, Anita V; Downey, Amanda E; He, Jinbo; Murray, Stuart B; Baker, Fiona C; Ganson, Kyle T","England","2050-2974","1","<a href='https://pubmed.ncbi.nlm.nih.gov/37833810'>Journal of eating disorders</a>","J Eat Disord","11","eng","182","10571438","37833810","2023 Oct 13","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10571438'>The social epidemiology of binge-eating disorder and behaviors in early adolescents.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37833810&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10571438/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37833810'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10571438/'>Cited By, Google</a>",2.32
"RF1MH123195","Martinos Center for Biomedical Imaging, Massachusetts General Hospital, Harvard Medical School.","2023","Aganj, Iman; Fischl, Bruce","United States","1945-7928"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/37691967'>Proceedings. IEEE International Symposium on Biomedical Imaging</a>","Proc IEEE Int Symp Biomed Imaging","2023","eng"," ","10485808","37691967","2023 Apr","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10485808'>Intermediate Deformable Image Registration via Windowed Cross-Correlation.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37691967&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10485808/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37691967'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10485808/'>Cited By, Google</a>"," ",
"R25MH067127","Department of Family Medicine and Community Health, University of Pennsylvania, Pennsylvania, PA, USA.","2023","Bilger, Andrea; Plenn, Eion; Barg, Frances K; Rendle, Katharine A; Carter, William B; Lamour-Harrington, Andrea; Jones, Nora; Peterson, Beth; Sauceda, John A; Tebas, Pablo; Mounzer, Karam; Metzger, David; Montaner, Luis J; Dubé, Karine","England","2578-7470","1","<a href='https://pubmed.ncbi.nlm.nih.gov/37837376'>HIV research & clinical practice</a>","HIV Res Clin Pract","24","eng","2267825","10634456","37837376","2023 Oct 06","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10634456'>Participant experiences in HIV cure-directed trial with an extended analytical treatment interruption in Philadelphia, United States.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37837376&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10634456/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37837376'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10634456/'>Cited By, Google</a>"," ",
"P30MH043520","Columbia University Irving Medical Center and New York State Psychiatric Institute.","2023","Paschen-Wolff, Margaret M; DeSousa, Avery; Paine, Emily Allen; Hughes, Tonda L; Campbell, Aimee N C","United States","2693-5015"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/37693444'>Research square</a>","Res Sq"," ","eng"," ","10491328","37693444","2023 Sep 01","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10491328'>Experiences of and recommendations for LGBTQ+-affirming substance use services: A qualitative study with LGBTQ+ people who use opioids and other drugs.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37693444&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10491328/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37693444'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10491328/'>Cited By, Google</a>"," ",
"RF1MH132337"," ","2023","He, Jun; Cabrera-Mendoza, Brenda; Angelis, Flavio De; Pathak, Gita A; Koller, Dora; Curhan, Sharon G; Curhan, Gary C; Mecca, Adam P; van Dyck, Christopher H; Polimanti, Renato","United States"," "," ","<a href='https://pubmed.ncbi.nlm.nih.gov/37693474'>medRxiv : the preprint server for health sciences</a>","medRxiv"," ","eng"," ","10491277","37693474","2023 Aug 28","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10491277'>Sex differences in the pleiotropy of hearing difficulty with imaging-derived phenotypes: a brain-wide investigation.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37693474&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10491277/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37693474'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10491277/'>Cited By, Google</a>"," ",
"R01MH072567","Department of Biochemistry and Molecular Biology, University of Miami School of Medicine, 528E Gautier Bldg. 1011 NW 15th Street Miami, Miami, FL, 11336, USA.","2023","Torices, Silvia; Daire, Leah; Simon, Sierra; Naranjo, Oandy; Mendoza, Luisa; Teglas, Timea; Fattakhov, Nikolai; Adesse, Daniel; Toborek, Michal","England","2045-8118","1","<a href='https://pubmed.ncbi.nlm.nih.gov/37840143'>Fluids and barriers of the CNS</a>","Fluids Barriers CNS","20","eng","73","10577960","37840143","2023 Oct 16","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10577960'>Occludin: a gatekeeper of brain Infection by HIV-1.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37840143&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10577960/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37840143'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10577960/'>Cited By, Google</a>"," ",
