"Core Project Number","Affiliation","Pub Year","Authors","Country","ISSN","Journal Issue","Journal (Link to PubMed abstract)","Journal Title ABBR","Journal Volume","Language","Page Number","PMC ID","PMID","PUB Date","Title (Link to full-text in PubMed Central)","Related Publications in PubMed","Related Publications in Google Scholar","Articles Citing from PubMed Central","Articles Citing from Google Scholar","Relative Citation Ratio",
"R01MH132074","Dept. of Psychiatry and Behavioral Sciences, Stanford University Medical Center, Palo Alto, 94305, CA, USA; Wu Tsai Neurosciences Institute, Stanford University, Stanford, 94305, CA, USA. Electronic address: esolom@stanford.edu.","2024","Solomon, Ethan A; Wang, Jeffrey B; Oya, Hiroyuki; Howard, Matthew A; Trapp, Nicholas T; Uitermarkt, Brandt D; Boes, Aaron D; Keller, Corey J","United States","1876-4754","3","<a href='https://pubmed.ncbi.nlm.nih.gov/38821396'>Brain stimulation</a>","Brain Stimul","17","eng","698-712","11313454","38821396","2024","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11313454'>TMS provokes target-dependent intracranial rhythms across human cortical and subcortical sites.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38821396&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11313454/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38821396'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11313454/'>Cited By, Google</a>"," ",
"K01MH119960","Department of Medicine, Brown University, Providence, Rhode Island, USA Philip_Chan@brown.edu.","2024","Chan, Philip A; Malyuta, Yelena; Parent, Hannah; Tao, Jun; Erbe, Maximillian; Salhaney, Peter; Maynard, Michaela; DeWitt, William; Reisopoulos, Antonio; Nunn, Amy","England","1472-3263","6","<a href='https://pubmed.ncbi.nlm.nih.gov/38821877'>Sexually transmitted infections</a>","Sex Transm Infect","100","eng","339-342"," ","38821877","2024 Aug 19","Early adopters of doxycycline as post-exposure prophylaxis to prevent bacterial sexually transmitted infections in a real-world clinical setting.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38821877&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?hl=en&q=Early adopters of doxycycline as post-exposure prophylaxis to prevent bacterial sexually transmitted infections in a real-world clinical setting.'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38821877'>Cited By, PMID</a>"," "," ",
"K23MH130745","UCLA Mental Health Informatics and Data Science (MINDS) Hub, Semel Institute for Neuroscience and Human Behavior at UCLA, 760 Westwood Plaza, 37-384B, Los Angeles, CA 90024, USA. Electronic address: bzima@mednet.ucla.edu.","2024","Zima, Bonnie T; Edgcomb, Juliet B; Fortuna, Lisa R","United States","1558-0490","3","<a href='https://pubmed.ncbi.nlm.nih.gov/38823818'>Child and adolescent psychiatric clinics of North America</a>","Child Adolesc Psychiatr Clin N Am","33","eng","471-483","11268960","38823818","2024 Jul","Identifying Precise Targets to Improve Child Mental Health Care Equity: Leveraging Advances in Clinical Research Informatics and Lived Experience.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38823818&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11268960/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38823818'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11268960/'>Cited By, Google</a>"," ",
"R01MH113628","Cold Spring Harbor Laboratory, Cold Spring Harbor, NY, 11724, USA.","2024","Sun, Qingtao; van de Lisdonk, Daniëlle; Ferrer, Miriam; Gegenhuber, Bruno; Wu, Melody; Park, Youngkyu; Tuveson, David A; Tollkuhn, Jessica; Janowitz, Tobias; Li, Bo","England","2041-1723","1","<a href='https://pubmed.ncbi.nlm.nih.gov/38824130'>Nature communications</a>","Nat Commun","15","eng","4682","11144211","38824130","2024 Jun 01","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11144211'>Area postrema neurons mediate interleukin-6 function in cancer cachexia.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38824130&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11144211/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38824130'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11144211/'>Cited By, Google</a>"," ",
"P30MH062246","Division of HIV, Infectious Diseases and Global Medicine, University of California San Francisco, CA, USA.","2024","Abbott, Rachel; Landsiedel, Kirsten; Atukunda, Mucunguzi; Puryear, Sarah B; Chamie, Gabriel; Hahn, Judith A; Mwangwa, Florence; Kakande, Elijah; Petersen, Maya L; Havlir, Diane V; Charlebois, Edwin; Balzer, Laura B; Kamya, Moses R; Marquez, Carina","United States","1537-6591"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/38824440'>Clinical infectious diseases : an official publication of the Infectious Diseases Society of America</a>","Clin Infect Dis"," ","eng"," "," ","38824440","2024 Jun 02","Incident Tuberculosis Infection is Associated with Alcohol use in Adults in Rural Uganda.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38824440&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?hl=en&q=Incident Tuberculosis Infection is Associated with Alcohol use in Adults in Rural Uganda.'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38824440'>Cited By, PMID</a>"," "," ",
"T32MH122357","Department of Public Health, Mohammed VI Center for Research and Innovation, Rabat, Morocco. mkhalis@um6ss.ma.","2024","Khalis, Mohamed; Elbadisy, Imad; Bouaddi, Oumnia; Luo, Amy; Bendriouich, Amina; Addahri, Badr; Charaka, Hafida; Chahboune, Mohamed; Foucaud, Jérôme; Badou, Abdallah; Belyamani, Lahcen; Huybrechts, Inge","England","1471-2407","1","<a href='https://pubmed.ncbi.nlm.nih.gov/38824496'>BMC cancer</a>","BMC Cancer","24","eng","669","11143602","38824496","2024 Jun 01","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11143602'>Cluster analysis of cancer knowledge, attitudes and behaviors in the Moroccan population.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38824496&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11143602/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38824496'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11143602/'>Cited By, Google</a>"," ",
"R01MH130490","Dept. of Electrical and Computer Engineering, Worcester Polytechnic Institute, Worcester, MA, USA.","2024","Nuñez Ponasso, Guillermo; McSweeney, Ryan C; Wartman, William A; Lai, Peiyao; Haueisen, Jens; Maess, Burkhard; Knösche, Thomas R; Weise, Konstantin; Noetscher, Gregory M; Raij, Tommi; Makaroff, Sergey N","United States","2692-8205"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/38826206'>bioRxiv : the preprint server for biology</a>","bioRxiv"," ","eng"," ","11142039","38826206","2024 May 21","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11142039'>Accuracy of dipole source reconstruction in the 3-layer BEM model against the 5-layer BEM-FMM model.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38826206&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11142039/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38826206'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11142039/'>Cited By, Google</a>"," ",
"R01MH124851","Department of Biomedical and Neuromotor Sciences, University of Bologna, Bologna, Italy.","2024","Fanelli, Giuseppe; Robinson, Jamie; Fabbri, Chiara; Bralten, Janita; Roth Mota, Nina; Arenella, Martina; Sprooten, Emma; Franke, Barbara; Kas, Martien; Andlauer, Till Fm; Serretti, Alessandro","United States"," "," ","<a href='https://pubmed.ncbi.nlm.nih.gov/38826220'>medRxiv : the preprint server for health sciences</a>","medRxiv"," ","eng"," ","11142265","38826220","2024 May 25","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11142265'>Shared genetics linking sociability with the brain's default mode network.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38826220&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11142265/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38826220'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11142265/'>Cited By, Google</a>"," ",
"R01MH125615","Department of Psychology, University of Florida, Gainesville, Florida 32611, USA.","2024","Ahumada, Laura; Panitz, Christian; Traiser, Caitlin; Gilbert, Faith; Ding, Mingzhou; Keil, Andreas","United States","2692-8205"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/38826264'>bioRxiv : the preprint server for biology</a>","bioRxiv"," ","eng"," ","11142194","38826264","2024 May 23","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11142194'>Quantifying Population-level Neural Tuning Functions Using Ricker Wavelets and the Bayesian Bootstrap.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38826264&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11142194/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38826264'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11142194/'>Cited By, Google</a>"," ",
"R25MH101072","SDSU/UC San Diego.","2024","Benster, Lindsay; Weissman, Cory; Suprani, Federico; Toney, Kamryn; Afshar, Houtan; Stapper, Noah; Tello, Vanessa; Stolz, Louise; Poorganji, Mohsen; Daskalakis, Zafiris; Appelbaum, Lawrence; Kohn, Jordan","United States","2693-5015"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/38826302'>Research square</a>","Res Sq"," ","eng"," ","11142351","38826302","2024 May 23","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11142351'>Predictive modeling of response to repetitive transcranial magnetic stimulation in treatment-resistant depression.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38826302&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11142351/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38826302'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11142351/'>Cited By, Google</a>"," ",
"R01MH132225","Department of Neurological Surgery, University of Pittsburgh, Pittsburgh, Pennsylvania, United States of America.","2024","Rupp, Kyle M; Hect, Jasmine L; Harford, Emily E; Holt, Lori L; Ghuman, Avniel Singh; Abel, Taylor J","United States","2692-8205"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/38826304'>bioRxiv : the preprint server for biology</a>","bioRxiv"," ","eng"," ","11142240","38826304","2024 May 26","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11142240'>A hierarchy of processing complexity and timescales for natural sounds in human auditory cortex.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38826304&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11142240/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38826304'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11142240/'>Cited By, Google</a>"," ",
"R01MH124839","Department of Biological Sciences, Columbia University, New York City, NY.","2024","Collier, Lily; Seah, Carina; Hicks, Emily M; Traumatic Stress Brain Research Group; Holtzheimer, Paul E; Krystal, John H; Girgenti, Matthew J; Huckins, Laura M; Johnston, Keira J A","United States"," "," ","<a href='https://pubmed.ncbi.nlm.nih.gov/38826319'>medRxiv : the preprint server for health sciences</a>","medRxiv"," ","eng"," ","11142271","38826319","2024 May 21","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11142271'>The impact of chronic pain on brain gene expression.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38826319&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11142271/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38826319'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11142271/'>Cited By, Google</a>"," ",
"R01MH123724","Department of Medical Epidemiology and Biostatistics, Karolinska Institute, Nobels Väg 12, Stockholm, Sweden.","2024","Pasman, Joëlle A; Bergstedt, Jacob; Harder, Arvid; Gong, Tong; Xiong, Ying; Hägg, Sara; Fang, Fang; Treur, Jorien L; Choi, Karmel W; Sullivan, Patrick F; Lu, Yi","United States"," "," ","<a href='https://pubmed.ncbi.nlm.nih.gov/38826420'>medRxiv : the preprint server for health sciences</a>","medRxiv"," ","eng"," ","11142270","38826420","2024 May 21","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11142270'>Causes and consequences of major depressive disorder: An encompassing Mendelian randomization study.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38826420&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11142270/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38826420'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11142270/'>Cited By, Google</a>"," ",
"R01MH121545","Department of Medical Epidemiology and Biostatistics, Karolinska Institute, Nobels Väg 12, Stockholm, Sweden.","2024","Pasman, Joëlle A; Bergstedt, Jacob; Harder, Arvid; Gong, Tong; Xiong, Ying; Hägg, Sara; Fang, Fang; Treur, Jorien L; Choi, Karmel W; Sullivan, Patrick F; Lu, Yi","United States"," "," ","<a href='https://pubmed.ncbi.nlm.nih.gov/38826420'>medRxiv : the preprint server for health sciences</a>","medRxiv"," ","eng"," ","11142270","38826420","2024 May 21","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11142270'>Causes and consequences of major depressive disorder: An encompassing Mendelian randomization study.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38826420&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11142270/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38826420'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11142270/'>Cited By, Google</a>"," ",
"R01MH124871","Department of Medical Epidemiology and Biostatistics, Karolinska Institute, Nobels Väg 12, Stockholm, Sweden.","2024","Pasman, Joëlle A; Bergstedt, Jacob; Harder, Arvid; Gong, Tong; Xiong, Ying; Hägg, Sara; Fang, Fang; Treur, Jorien L; Choi, Karmel W; Sullivan, Patrick F; Lu, Yi","United States"," "," ","<a href='https://pubmed.ncbi.nlm.nih.gov/38826420'>medRxiv : the preprint server for health sciences</a>","medRxiv"," ","eng"," ","11142270","38826420","2024 May 21","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11142270'>Causes and consequences of major depressive disorder: An encompassing Mendelian randomization study.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38826420&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11142270/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38826420'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11142270/'>Cited By, Google</a>"," ",
"R01MH110504","Janelia Research Campus, Howard Hughes Medical Institute; Ashburn, VA 20147, USA.","2024","Chen, Alex B; Duque, Marc; Wang, Vickie M; Dhanasekar, Mahalakshmi; Mi, Xuelong; Rymbek, Altyn; Tocquer, Loeva; Narayan, Sujatha; Prober, David; Yu, Guoqiang; Wyart, Claire; Engert, Florian; Ahrens, Misha B","United States","2692-8205"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/38826423'>bioRxiv : the preprint server for biology</a>","bioRxiv"," ","eng"," ","11142163","38826423","2024 May 23","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11142163'>Norepinephrine changes behavioral state via astroglial purinergic signaling.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38826423&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11142163/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38826423'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11142163/'>Cited By, Google</a>"," ",
"R01MH104603","Department of Pharmacology and Toxicology, College of Pharmacy, University of Utah, Salt Lake City, UT, USA.","2024","Bortolato, Marco; Braccagni, Giulia; Pederson, Casey A; Floris, Gabriele; Fite, Paula J","United States","1359-1789"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/38828012'>Aggression and violent behavior</a>","Aggress Violent Behav","78","eng"," ","11141739","38828012","2024","'Weeding out' violence? Translational perspectives on the neuropsychobiological links between cannabis and aggression.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38828012&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11141739/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38828012'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11141739/'>Cited By, Google</a>"," ",
"K23MH128742","Department of Psychiatry, Columbia University Irving Medical Center.","2024","Giusto, Ali; Triplett, Noah S; Foster, Jordan C; Gee, Dylan G","England","1537-4424","3","<a href='https://pubmed.ncbi.nlm.nih.gov/38830059'>Journal of clinical child and adolescent psychology : the official journal for the Society of Clinical Child and Adolescent Psychology, American Psychological Association, Division 53</a>","J Clin Child Adolesc Psychol","53","eng","503-522","11258858","38830059","2024","Future Directions for Community-Engaged Research in Clinical Psychological Science with Youth.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38830059&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11258858/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38830059'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11258858/'>Cited By, Google</a>"," ",
"R01MH111448","Department of Psychiatry, Brigham and Women's Hospital, Harvard Medical School, Boston, MA, USA.","2024","Cho, Kang Ik K; Zhang, Fan; Penzel, Nora; Seitz-Holland, Johanna; Tang, Yingying; Zhang, Tianhong; Xu, Lihua; Li, Huijun; Keshavan, Matcheri; Whitfield-Gabrieli, Susan; Niznikiewicz, Margaret; Stone, William S; Wang, Jijun; Shenton, Martha E; Pasternak, Ofer","England","1476-5578","11","<a href='https://pubmed.ncbi.nlm.nih.gov/38830974'>Molecular psychiatry</a>","Mol Psychiatry","29","eng","3623-3634"," ","38830974","2024 Nov","Excessive interstitial free-water in cortical gray matter preceding accelerated volume changes in individuals at clinical high risk for psychosis.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38830974&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?hl=en&q=Excessive interstitial free-water in cortical gray matter preceding accelerated volume changes in individuals at clinical high risk for psychosis.'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38830974'>Cited By, PMID</a>"," "," ",
