"Core Project Number","Affiliation","Pub Year","Authors","Country","ISSN","Journal Issue","Journal (Link to PubMed abstract)","Journal Title ABBR","Journal Volume","Language","Page Number","PMC ID","PMID","PUB Date","Title (Link to full-text in PubMed Central)","Related Publications in PubMed","Related Publications in Google Scholar","Articles Citing from PubMed Central","Articles Citing from Google Scholar","Relative Citation Ratio",
"R01MH120597","Department of Psychiatry, Columbia University Vagelos College of Physicians and Surgeons, New York, New York, USA.","2021","Saperstein, Alice M; Medalia, Alice; Malinovsky, Igor; Bello, Iruma; Dixon, Lisa B","Australia","1751-7893","5","<a href='https://pubmed.ncbi.nlm.nih.gov/33185025'>Early intervention in psychiatry</a>","Early Interv Psychiatry","15","eng","1376-1381","8272079","33185025","2021 Oct","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8272079'>Toolkit for assessing and addressing cognitive health in early psychosis: Evaluation of feasibility and utility in a coordinated specialty care setting.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33185025&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8272079/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33185025'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8272079/'>Cited By, Google</a>",0.71
"R01MH122139","Department of Psychiatry, University of California, Davis, California, USA.","2021","Smucny, Jason; Davidson, Ian; Carter, Cameron S","United States","1097-0193","4","<a href='https://pubmed.ncbi.nlm.nih.gov/33185307'>Human brain mapping</a>","Hum Brain Mapp","42","eng","1197-1205","7856652","33185307","2021 Mar","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/7856652'>Comparing machine and deep learning-based algorithms for prediction of clinical improvement in psychosis with functional magnetic resonance imaging.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33185307&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC7856652/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33185307'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC7856652/'>Cited By, Google</a>",1.77
"R01MH071316","Department of Physiology, Northwestern University Feinberg School of Medicine, Chicago, 60611 IL, USA.","2021","Parnell, Euan; Shapiro, Lauren P; Voorn, Roos A; Forrest, Marc P; Jalloul, Hiba A; Loizzo, Daniel D; Penzes, Peter","Netherlands","1879-0038"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/33189799'>Gene</a>","Gene","768","eng","145306","7803032","33189799","2021 Feb 05","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/7803032'>KALRN: A central regulator of synaptic function and synaptopathies.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33189799&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC7803032/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33189799'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC7803032/'>Cited By, Google</a>",1.98
"R33MH119270","Children's Hospital of Philadelphia and University of Pennsylvania Perelman School of Medicine, Philadelphia. Electronic address: youngjf@email.chop.edu.","2021","Young, Jami F; Jones, Jason D; Gallop, Robert; Benas, Jessica S; Schueler, Christie M; Garber, Judy; Hankin, Benjamin L","United States","1527-5418","9","<a href='https://pubmed.ncbi.nlm.nih.gov/33189876'>Journal of the American Academy of Child and Adolescent Psychiatry</a>","J Am Acad Child Adolesc Psychiatry","60","eng","1116-1126.e1","8116944","33189876","2021 09","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8116944'>Personalized Depression Prevention: A Randomized Controlled Trial to Optimize Effects Through Risk-Informed Personalization.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33189876&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8116944/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33189876'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8116944/'>Cited By, Google</a>",2.58
"R01MH087214","College of Health, Medicine and Life Sciences, Brunel University London, Kingston Lane, UB8 3PH Uxbridge, UK; Centre for Cognitive Neuroscience, Brunel University London, UK; Department of Experimental and Applied Psychology, Institute for Brain and Behavior, Vrije Universiteit Amsterdam, the Netherlands. Electronic address: Jaap.Munneke@brunel.ac.uk.","2021","Munneke, Jaap; Fahrenfort, Johannes Jacobus; Sutterer, David; Theeuwes, Jan; Awh, Edward","United States","1095-9572"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/33189931'>NeuroImage</a>","Neuroimage","226","eng","117562","8084109","33189931","2021 02 01","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8084109'>Multivariate analysis of EEG activity indexes contingent attentional capture.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33189931&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8084109/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33189931'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8084109/'>Cited By, Google</a>",0.48
"R01MH122367","Sargent College of Health & Rehabilitation Sciences, Boston University, USA; Department of Psychological & Brain Sciences, Boston University, USA. Electronic address: dfulford@bu.edu.","2021","Fulford, Daniel; Mote, Jasmine; Gonzalez, Rachel; Abplanalp, Samuel; Zhang, Yuting; Luckenbaugh, Jarrod; Onnela, Jukka-Pekka; Busso, Carlos; Gard, David E","England","1879-1379"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/33190842'>Journal of psychiatric research</a>","J Psychiatr Res","137","eng","613-620","8084875","33190842","2021 May","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8084875'>Smartphone sensing of social interactions in people with and without schizophrenia.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33190842&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8084875/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33190842'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8084875/'>Cited By, Google</a>",5.37
"R25MH067127","RAND Corporation.","2021","Bogart, Laura M; Ojikutu, Bisola O; Tyagi, Keshav; Klein, David J; Mutchler, Matt G; Dong, Lu; Lawrence, Sean J; Thomas, Damone R; Kellman, Sarah","United States","1944-7884","2","<a href='https://pubmed.ncbi.nlm.nih.gov/33196555'>Journal of acquired immune deficiency syndromes (1999)</a>","J Acquir Immune Defic Syndr","86","eng","200-207","7808278","33196555","2021 Feb 01","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/7808278'>COVID-19 Related Medical Mistrust, Health Impacts, and Potential Vaccine Hesitancy Among Black Americans Living With HIV.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33196555&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC7808278/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33196555'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC7808278/'>Cited By, Google</a>",32.32
"T32MH019733","Department of Health Care Policy, Harvard Medical School, Boston, Massachusetts.","2021","Patel, Sadiq Y; Mehrotra, Ateev; Huskamp, Haiden A; Uscher-Pines, Lori; Ganguli, Ishani; Barnett, Michael L","United States","2168-6114","3","<a href='https://pubmed.ncbi.nlm.nih.gov/33196765'>JAMA internal medicine</a>","JAMA Intern Med","181","eng","388-391","7670397","33196765","2021 03 01","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/7670397'>Trends in Outpatient Care Delivery and Telemedicine During the COVID-19 Pandemic in the US.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33196765&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC7670397/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33196765'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC7670397/'>Cited By, Google</a>",45.02
"R01MH126195","Department of Biomedical Engineering, Emory University School of Medicine and Georgia Institute of Technology, Atlanta, GA, 30322, USA.","2021","Cadena, Melissa; Ning, Liqun; King, Alexia; Hwang, Boeun; Jin, Linqi; Serpooshan, Vahid; Sloan, Steven A","Germany","2192-2659","15","<a href='https://pubmed.ncbi.nlm.nih.gov/33200587'>Advanced healthcare materials</a>","Adv Healthc Mater","10","eng","e2001600","8711131","33200587","2021 Aug","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8711131'>3D Bioprinting of Neural Tissues.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33200587&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8711131/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33200587'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8711131/'>Cited By, Google</a>",3.77
"ZIAMH002588","Section on Cognitive Neuropsychology, Laboratory of Brain and Cognition, National Institute of Mental Health, National Institutes of Health, Bethesda, Maryland 20892 adrian.gilmore@nih.gov.","2021","Gilmore, Adrian W; Quach, Alina; Kalinowski, Sarah E; Gotts, Stephen J; Schacter, Daniel L; Martin, Alex","United States","1529-2401","1","<a href='https://pubmed.ncbi.nlm.nih.gov/33203742'>The Journal of neuroscience : the official journal of the Society for Neuroscience</a>","J Neurosci","41","eng","153-166","7786205","33203742","2021 Jan 06","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/7786205'>Dynamic Content Reactivation Supports Naturalistic Autobiographical Recall in Humans.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33203742&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC7786205/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33203742'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC7786205/'>Cited By, Google</a>",1.93
"R01MH060941","Section on Cognitive Neuropsychology, Laboratory of Brain and Cognition, National Institute of Mental Health, National Institutes of Health, Bethesda, Maryland 20892 adrian.gilmore@nih.gov.","2021","Gilmore, Adrian W; Quach, Alina; Kalinowski, Sarah E; Gotts, Stephen J; Schacter, Daniel L; Martin, Alex","United States","1529-2401","1","<a href='https://pubmed.ncbi.nlm.nih.gov/33203742'>The Journal of neuroscience : the official journal of the Society for Neuroscience</a>","J Neurosci","41","eng","153-166","7786205","33203742","2021 Jan 06","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/7786205'>Dynamic Content Reactivation Supports Naturalistic Autobiographical Recall in Humans.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33203742&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC7786205/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33203742'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC7786205/'>Cited By, Google</a>",1.93
"R01MH117785","Department of Health Sciences, Neural Systems Laboratory, Boston University, Boston, MA 02215, USA.","2021","Wang, Jingyi; John, Yohan; Barbas, Helen","United States","1460-2199","3","<a href='https://pubmed.ncbi.nlm.nih.gov/33207365'>Cerebral cortex (New York, N.Y. : 1991)</a>","Cereb Cortex","31","eng","1807-1826","7869091","33207365","2021 Feb 05","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/7869091'>Pathways for Contextual Memory: The Primate Hippocampal Pathway to Anterior Cingulate Cortex.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33207365&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC7869091/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33207365'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC7869091/'>Cited By, Google</a>",1.98
"ZIAMH002857","Department of Psychiatry, University of Maryland School of Medicine, Baltimore, MD, USA.","2021","Medeiros, Gustavo C; Greenstein, Dede; Kadriu, Bashkim; Yuan, Peixiong; Park, Lawrence T; Gould, Todd D; Zarate Jr, Carlos A","Netherlands","1573-2517","Pt A","<a href='https://pubmed.ncbi.nlm.nih.gov/33212404'>Journal of affective disorders</a>","J Affect Disord","280","eng","136-139","8194375","33212404","2021 02 01","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8194375'>Treatment of depression with ketamine does not change plasma levels of brain-derived neurotrophic factor or vascular endothelial growth factor.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33212404&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8194375/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33212404'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8194375/'>Cited By, Google</a>",1.95
"R37MH068376","Center for Depression, Anxiety and Stress Research, McLean Hospital, Belmont, Massachusetts, USA.","2021","Duda, Jessica M; Moser, Amelia D; Zuo, Chun S; Du, Fei; Chen, Xi; Perlo, Sarah; Richards, Christine E; Nascimento, Nara; Ironside, Maria; Crowley, David J; Holsen, Laura M; Misra, Madhusmita; Hudson, James I; Goldstein, Jill M; Pizzagalli, Diego A","United States","1522-2594","5","<a href='https://pubmed.ncbi.nlm.nih.gov/33216412'>Magnetic resonance in medicine</a>","Magn Reson Med","85","eng","2359-2369","7902337","33216412","2021 05","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/7902337'>Repeatability and reliability of GABA measurements with magnetic resonance spectroscopy in healthy young adults.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33216412&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC7902337/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33216412'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC7902337/'>Cited By, Google</a>",2.51
"P30MH062294","Fair Haven Community Health Care, 374 Grand Avenue, New Haven, CT, 06513, USA. benjamin.oldfield@yale.edu.","2021","Oldfield, Benjamin J; Edelman, E Jennifer","United States","1573-3254","6","<a href='https://pubmed.ncbi.nlm.nih.gov/33219492'>AIDS and behavior</a>","AIDS Behav","25","eng","1777-1789","8084877","33219492","2021 Jun","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8084877'>Addressing Unhealthy Alcohol Use and the HIV Pre-exposure Prophylaxis Care Continuum in Primary Care: A Scoping Review.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33219492&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8084877/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33219492'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8084877/'>Cited By, Google</a>",2.44
"T32MH122357","Department of Health, Behavior and Society, Johns Hopkins Bloomberg School of Public Health, Baltimore, Maryland, USA. Electronic address: gurquha2@jhu.edu.","2021","Urquhart, Glenna J; Sisson, Laura N; Spira, Adam P; Rojo-Wissar, Darlynn M; Park, Ju Nyeong; White, Rebecca Hamilton; Sherman, Susan G","United States","2352-7226","1","<a href='https://pubmed.ncbi.nlm.nih.gov/33221254'>Sleep health</a>","Sleep Health","7","eng","10-13","7925341","33221254","2021 02","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/7925341'>Associations of cumulative violence and structural vulnerability with restless sleep among female sex workers in Baltimore, Maryland.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33221254&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC7925341/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33221254'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC7925341/'>Cited By, Google</a>",0.22
"K23MH118478","Boston University School of Medicine, 72 E. Concord St. Boston, MA 02118.","2021","Matta, Punit N; Baul, Tithi D; Loubeau, Krystel; Sikov, Jennifer; Plasencia, Natalie; Sun, Ying; Spencer, Andrea E","Netherlands","1573-2517","Pt B","<a href='https://pubmed.ncbi.nlm.nih.gov/33221604'>Journal of affective disorders</a>","J Affect Disord","280","eng","24-29","7736521","33221604","2021 02 01","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/7736521'>Low sports participation is associated with withdrawn and depressed symptoms in urban, school-age children.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33221604&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC7736521/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33221604'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC7736521/'>Cited By, Google</a>",1.51
"K01MH123914","University of Wisconsin, Madison, United States of America. Electronic address: kschaumberg@wisc.edu.","2021","Schaumberg, Katherine; Reilly, Erin E; Gorrell, Sasha; Levinson, Cheri A; Farrell, Nicholas R; Brown, Tiffany A; Smith, Kathryn M; Schaefer, Lauren M; Essayli, Jamal H; Haynos, Ann F; Anderson, Lisa M","United States","1873-7811"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/33221621'>Clinical psychology review</a>","Clin Psychol Rev","83","eng","101952","7868093","33221621","2021 02","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/7868093'>Conceptualizing eating disorder psychopathology using an anxiety disorders framework: Evidence and implications for exposure-based clinical research.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33221621&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC7868093/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33221621'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC7868093/'>Cited By, Google</a>",8.23
"R01MH121877","Department of Medical Social Sciences, Feinberg School of Medicine, Northwestern University, Chicago, IL, USA.","2021","Wakschlag, Lauren S; Tandon, Darius; Krogh-Jespersen, Sheila; Petitclerc, Amelie; Nielsen, Ashley; Ghaffari, Rhoozbeh; Mithal, Leena; Bass, Michael; Ward, Erin; Berken, Jonathan; Fareedi, Elveena; Cummings, Peter; Mestan, Karen; Norton, Elizabeth S; Grobman, William; Rogers, John; Moskowitz, Judith; Alshurafa, Nabil","United States","1098-2302","4","<a href='https://pubmed.ncbi.nlm.nih.gov/33225463'>Developmental psychobiology</a>","Dev Psychobiol","63","eng","622-640","10246507","33225463","2021 May","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10246507'>Moving the dial on prenatal stress mechanisms of neurodevelopmental vulnerability to mental health problems: A personalized prevention proof of concept.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33225463&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10246507/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33225463'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10246507/'>Cited By, Google</a>",1.67
