"Core Project Number","Affiliation","Pub Year","Authors","Country","ISSN","Journal Issue","Journal (Link to PubMed abstract)","Journal Title ABBR","Journal Volume","Language","Page Number","PMC ID","PMID","PUB Date","Title (Link to full-text in PubMed Central)","Related Publications in PubMed","Related Publications in Google Scholar","Articles Citing from PubMed Central","Articles Citing from Google Scholar","Relative Citation Ratio",
"F32MH129076","Division of Physical Therapy, Department of Rehabilitation Medicine, Emory University, Atlanta, GA, USA.","2025","Palmer, Jacqueline A; Payne, Aiden M; Mirdamadi, Jasmine L; Ting, Lena H; Borich, Michael R","United States","1552-6844","1","<a href='https://pubmed.ncbi.nlm.nih.gov/39328051'>Neurorehabilitation and neural repair</a>","Neurorehabil Neural Repair","39","eng","16-30","11723813","39328051","2025 Jan","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11723813'>Delayed Cortical Responses During Reactive Balance After Stroke Associated With Slower Kinetics and Clinical Balance Dysfunction.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39328051&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11723813/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39328051'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11723813/'>Cited By, Google</a>"," ",
"R01MH078829","Boston Children's Hospital (Division of Developmental Medicine), Harvard Medical School (Department of Pediatrics), Boston, Massachusetts, USA.","2025","Valdes, Viviane; Craighead, Linda W; Nelson 3rd, Charles A; Bosquet Enlow, Michelle","United States","1532-7078","1","<a href='https://pubmed.ncbi.nlm.nih.gov/39340803'>Infancy : the official journal of the International Society on Infant Studies</a>","Infancy","30","eng","e12628","11652232","39340803","2025","Longitudinal interactions between maternal depression symptoms and familial stressful life events on child anxiety symptoms at 5 years of age.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39340803&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11652232/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39340803'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11652232/'>Cited By, Google</a>"," ",
"R01MH115128","Department of Psychology, Pennsylvania State University.","2025","Soto, José A; Albrecht Soto, Sara L; Perez, Christopher R; Posada Rodríguez, Camilo; Newman, Michelle G","United States","1931-1516","1","<a href='https://pubmed.ncbi.nlm.nih.gov/39347746'>Emotion (Washington, D.C.)</a>","Emotion","25","eng","247-258","11729464","39347746","2025 Feb","Examining the effectiveness of positive reappraisal in the context of discrimination.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39347746&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11729464/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39347746'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11729464/'>Cited By, Google</a>"," ",
"P30MH123248","University of Washington, Department of Global Health, Seattle, WA, USA.","2025","Halliday, Scott; Dombrowski, Julia C; Emerson, Ramona; Beima-Sofie, Kristin; Chwastiak, Lydia A; Sherr, Kenneth; Tsui, Judith I; Wagenaar, Bradley H; Rao, Deepa","England","1360-0451","1","<a href='https://pubmed.ncbi.nlm.nih.gov/39531512'>AIDS care</a>","AIDS Care","37","eng","74-87","11682922","39531512","2025 Jan","Formative qualitative research to guide implementation of the Collaborative Care Model in a low-barrier HIV clinic.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39531512&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11682922/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39531512'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11682922/'>Cited By, Google</a>"," ",
"R61MH132722","Department of Psychiatry and Behavioral Sciences, Dell Medical School, University of Texas at Austin, Austin, TX, 78701, USA.","2025","Morris, Kierra R; Jaeb, Michael; Dunsmoor, Joseph E; Stowe, Zachary N; Cisler, Josh M","England","1740-634X","3","<a href='https://pubmed.ncbi.nlm.nih.gov/39562628'>Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology</a>","Neuropsychopharmacology","50","eng","568-575","11735932","39562628","2025 Feb","Decoding threat neurocircuitry representations during traumatic memory recall in PTSD.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39562628&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11735932/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39562628'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11735932/'>Cited By, Google</a>"," ",
"T32MH125792","Center for Health Policy and Health Services Research, Henry Ford Health, One Ford Place, Suite 5E, Detroit, MI 48202, USA. Electronic address: elyse.llamocca@nationwidechildrens.org.","2025","Llamocca, Elyse N; Bossick, Andrew S; Perkins, Denise White; Ahmedani, Brian K; Behrendt, Rob; Bloemen, Anna; Murphy, Angela; Kulkarni, Aishwarya; Lockhart, Elizabeth","United States","1096-0260"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/39586330'>Preventive medicine</a>","Prev Med","190","eng","108182","11648936","39586330","2025 Jan","Health-related social needs screening, reporting, and assistance in a large health system.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39586330&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11648936/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39586330'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11648936/'>Cited By, Google</a>"," ",
"R01MH122414","School of Animal Sciences, Virginia Polytechnic Institute and State University, Blacksburg, Virginia, USA.","2025","Preveza, Natalie J; Setenet, Gueladouan; Gwin, Phillip; Bae, Yeeun; Patrick, Morgan B; Cummings, Adam; Abraham, Jennifer R; Ray, W Keith; Helm, Richard F; Jarome, Timothy J","United States","1098-1063","1","<a href='https://pubmed.ncbi.nlm.nih.gov/39610227'>Hippocampus</a>","Hippocampus","35","eng","e23650"," ","39610227","2025 Jan","Decreases in K63 Polyubiquitination in the Hippocampus Promote the Formation of Contextual Fear Memories in Both Males and Females.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39610227&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?hl=en&q=Decreases in K63 Polyubiquitination in the Hippocampus Promote the Formation of Contextual Fear Memories in Both Males and Females.'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39610227'>Cited By, PMID</a>"," "," ",
"R01MH123396","Division of HIV, ID, and Global Medicine, Zuckerberg San Francisco General Hospital, University of California San Francisco, San Francisco, California.","2025","Christopoulos, Katerina A; Hickey, Matthew D; Rana, Aadia","United States","1746-6318","1","<a href='https://pubmed.ncbi.nlm.nih.gov/39633536'>Current opinion in HIV and AIDS</a>","Curr Opin HIV AIDS","20","eng","11-18","11623194","39633536","2025 Jan 01","Use of long-acting injectable cabotegravir/rilpivirine in people with HIV and adherence challenges.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39633536&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11623194/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39633536'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11623194/'>Cited By, Google</a>"," ",
"R01MH125162","Department of Neurology, F.M. Kirby Neurobiology Center, Boston Children's Hospital, Harvard Medical School, Boston, MA, 02115, USA.","2025","Seiglie, Mariel P; Umemori, Hisashi","England","1873-7064"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/39643240'>Neuropharmacology</a>","Neuropharmacology","265","eng","110255"," ","39643240","2025 Mar 01","Adolescent alcohol exposure disrupts episodic-like memory by impairing dopamine synapses in the mouse prelimbic cortex.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39643240&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?hl=en&q=Adolescent alcohol exposure disrupts episodic-like memory by impairing dopamine synapses in the mouse prelimbic cortex.'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39643240'>Cited By, PMID</a>"," "," ",
"R01MH125885","Feinberg School of Medicine, Department of Neuroscience, Northwestern University, Chicago, IL, USA.","2025","Lopez, Gabriela C; Lerner, Talia N","Netherlands","2352-1546"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/39719969'>Current opinion in behavioral sciences</a>","Curr Opin Behav Sci","61","eng"," ","11666190","39719969","2025 Feb","How Dopamine Enables Learning from Aversion.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39719969&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11666190/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39719969'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11666190/'>Cited By, Google</a>"," ",
"R01MH120073","Center for Systems Neuroscience, Boston University, Boston, Massachusetts, USA.","2025","Hasselmo, Michael E","United States","1098-1063","1","<a href='https://pubmed.ncbi.nlm.nih.gov/39721980'>Hippocampus</a>","Hippocampus","35","eng","e23676"," ","39721980","2025 Jan","Development of the SPEAR Model: Separate Phases of Encoding and Retrieval Are Necessary for Storing Multiple Overlapping Associative Memories.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39721980&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?hl=en&q=Development of the SPEAR Model: Separate Phases of Encoding and Retrieval Are Necessary for Storing Multiple Overlapping Associative Memories.'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39721980'>Cited By, PMID</a>"," "," ",
"R01MH121545","Department of Medical Biochemistry and Biophysics, Karolinska Institutet, Stockholm, Sweden.","2025","Yao, Shuyang; Harder, Arvid; Darki, Fahimeh; Chang, Yu-Wei; Li, Ang; Nikouei, Kasra; Volpe, Giovanni; Lundström, Johan N; Zeng, Jian; Wray, Naomi R; Lu, Yi; Sullivan, Patrick F; Hjerling-Leffler, Jens","England","2041-1723","1","<a href='https://pubmed.ncbi.nlm.nih.gov/39755698'>Nature communications</a>","Nat Commun","16","eng","395","11700164","39755698","2025 Jan 04","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11700164'>Connecting genomic results for psychiatric disorders to human brain cell types and regions reveals convergence with functional connectivity.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39755698&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11700164/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39755698'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11700164/'>Cited By, Google</a>"," ",
"R01MH124871","Department of Medical Biochemistry and Biophysics, Karolinska Institutet, Stockholm, Sweden.","2025","Yao, Shuyang; Harder, Arvid; Darki, Fahimeh; Chang, Yu-Wei; Li, Ang; Nikouei, Kasra; Volpe, Giovanni; Lundström, Johan N; Zeng, Jian; Wray, Naomi R; Lu, Yi; Sullivan, Patrick F; Hjerling-Leffler, Jens","England","2041-1723","1","<a href='https://pubmed.ncbi.nlm.nih.gov/39755698'>Nature communications</a>","Nat Commun","16","eng","395","11700164","39755698","2025 Jan 04","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11700164'>Connecting genomic results for psychiatric disorders to human brain cell types and regions reveals convergence with functional connectivity.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39755698&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11700164/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39755698'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11700164/'>Cited By, Google</a>"," ",
"R01MH129832","Amsterdam UMC, Department of Radiology and Nuclear Medicine, University of Amsterdam, Amsterdam, the Netherlands.","2025","Poirot, Maarten G; Boucherie, Daphne E; Caan, Matthan W A; Goya-Maldonado, Roberto; Belov, Vladimir; Corruble, Emmanuelle; Colle, Romain; Couvy-Duchesne, Baptiste; Kamishikiryo, Toshiharu; Shinzato, Hotaka; Ichikawa, Naho; Okada, Go; Okamoto, Yasumasa; Harrison, Ben J; Davey, Christopher G; Jamieson, Alec J; Cullen, Kathryn R; Başgöze, Zeynep; Klimes-Dougan, Bonnie; Mueller, Bryon A; Benedetti, Francesco; Poletti, Sara; Melloni, Elisa M T; Ching, Christopher R K; Zeng, Ling-Li; Radua, Joaquim; Han, Laura K M; Jahanshad, Neda; Thomopoulos, Sophia I; Pozzi, Elena; Veltman, Dick J; Schmaal, Lianne; Thompson, Paul M; Ruhe, Henricus G; Reneman, Liesbeth; Schrantee, Anouk","United States","1097-0193","1","<a href='https://pubmed.ncbi.nlm.nih.gov/39757979'>Human brain mapping</a>","Hum Brain Mapp","46","eng","e70053","11702469","39757979","2025 Jan","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11702469'>Predicting Antidepressant Treatment Response From Cortical Structure on MRI: A Mega-Analysis From the ENIGMA-MDD Working Group.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39757979&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11702469/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39757979'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11702469/'>Cited By, Google</a>"," ",
"R01MH131806","Amsterdam UMC, Department of Radiology and Nuclear Medicine, University of Amsterdam, Amsterdam, the Netherlands.","2025","Poirot, Maarten G; Boucherie, Daphne E; Caan, Matthan W A; Goya-Maldonado, Roberto; Belov, Vladimir; Corruble, Emmanuelle; Colle, Romain; Couvy-Duchesne, Baptiste; Kamishikiryo, Toshiharu; Shinzato, Hotaka; Ichikawa, Naho; Okada, Go; Okamoto, Yasumasa; Harrison, Ben J; Davey, Christopher G; Jamieson, Alec J; Cullen, Kathryn R; Başgöze, Zeynep; Klimes-Dougan, Bonnie; Mueller, Bryon A; Benedetti, Francesco; Poletti, Sara; Melloni, Elisa M T; Ching, Christopher R K; Zeng, Ling-Li; Radua, Joaquim; Han, Laura K M; Jahanshad, Neda; Thomopoulos, Sophia I; Pozzi, Elena; Veltman, Dick J; Schmaal, Lianne; Thompson, Paul M; Ruhe, Henricus G; Reneman, Liesbeth; Schrantee, Anouk","United States","1097-0193","1","<a href='https://pubmed.ncbi.nlm.nih.gov/39757979'>Human brain mapping</a>","Hum Brain Mapp","46","eng","e70053","11702469","39757979","2025 Jan","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11702469'>Predicting Antidepressant Treatment Response From Cortical Structure on MRI: A Mega-Analysis From the ENIGMA-MDD Working Group.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39757979&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11702469/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39757979'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11702469/'>Cited By, Google</a>"," ",
"R01MH129742","Amsterdam UMC, Department of Radiology and Nuclear Medicine, University of Amsterdam, Amsterdam, the Netherlands.","2025","Poirot, Maarten G; Boucherie, Daphne E; Caan, Matthan W A; Goya-Maldonado, Roberto; Belov, Vladimir; Corruble, Emmanuelle; Colle, Romain; Couvy-Duchesne, Baptiste; Kamishikiryo, Toshiharu; Shinzato, Hotaka; Ichikawa, Naho; Okada, Go; Okamoto, Yasumasa; Harrison, Ben J; Davey, Christopher G; Jamieson, Alec J; Cullen, Kathryn R; Başgöze, Zeynep; Klimes-Dougan, Bonnie; Mueller, Bryon A; Benedetti, Francesco; Poletti, Sara; Melloni, Elisa M T; Ching, Christopher R K; Zeng, Ling-Li; Radua, Joaquim; Han, Laura K M; Jahanshad, Neda; Thomopoulos, Sophia I; Pozzi, Elena; Veltman, Dick J; Schmaal, Lianne; Thompson, Paul M; Ruhe, Henricus G; Reneman, Liesbeth; Schrantee, Anouk","United States","1097-0193","1","<a href='https://pubmed.ncbi.nlm.nih.gov/39757979'>Human brain mapping</a>","Hum Brain Mapp","46","eng","e70053","11702469","39757979","2025 Jan","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11702469'>Predicting Antidepressant Treatment Response From Cortical Structure on MRI: A Mega-Analysis From the ENIGMA-MDD Working Group.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39757979&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11702469/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39757979'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11702469/'>Cited By, Google</a>"," ",
"F32MH127801","Department of Psychiatry and Behavioral Sciences, University of Washington, Seattle, United States.","2025","Kong, Mi-Seon; Ancell, Ethan; Witten, Daniela M; Zweifel, Larry S","England","2050-084X"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/39792138'>eLife</a>","Elife","13","eng"," ","11723578","39792138","2025 Jan 10","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11723578'>Valence and salience encoding in the central amygdala.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39792138&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11723578/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39792138'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11723578/'>Cited By, Google</a>"," ",
"R01MH135492","Department of Pediatrics, University of California, San Francisco, 550 16th Street, 4th Floor, Box 0503, San Francisco, California 94143, USA. Electronic address: jason.nagata@ucsf.edu.","2025","Nagata, Jason M; Memon, Zain; Talebloo, Jonanne; Karen Li, M P H; Low, Patrick; Shao, Iris Y; Ganson, Kyle T; Testa, Alexander; He, Jinbo; Brindis, Claire D; Baker, Fiona C","United States","1876-2867"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/39800219'>Academic pediatrics</a>","Acad Pediatr"," ","eng","102784"," ","39800219","2025 Jan 10","Prevalence and Patterns of Social Media Use in Early Adolescents.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39800219&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?hl=en&q=Prevalence and Patterns of Social Media Use in Early Adolescents.'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39800219'>Cited By, PMID</a>"," "," ",
"K23MH131753","University of Notre Dame, Notre Dame, IN, USA. Electronic address: kaylinhillphd@gmail.com.","2025","Hill, Kaylin E; Cárdenas, Emilia F; Yu, Eileen; Hammond, Regina; Humphreys, Kathryn L; Kujawa, Autumn","England","1873-3360"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/39383557'>Psychoneuroendocrinology</a>","Psychoneuroendocrinology","171","eng","107194","11622425","39383557","2025 Jan","A systematic review of associations between hormone levels in hair and peripartum depression.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39383557&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11622425/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39383557'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11622425/'>Cited By, Google</a>"," ",
